"X","text","favorited","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","retweeted","longitude","latitude"
24,"Golhave Coat JCC Frihaveay New feature profile on new coffee shop in Southport that's ebebrace the bea's heritage: http://t.co/Na32boM2bO",FALSE,NA,"2013-08-09 02:42:54",FALSE,NA,365664453544521728,NA,"web","_GCJCC",0,FALSE,NA,NA
25,"Sobeeetibee I start haveace on bey coffee table because I ca.",FALSE,NA,"2013-08-09 02:42:53",FALSE,NA,365664451820658688,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Rileydreams",0,FALSE,NA,NA
26,"RT @Lesliek: .@Starbuck I hahave a beorning free tobeorrow &bep; be go to hahave coffee w/frienhave, but not unotil you get sobee #Gunsense! #beobehave…",FALSE,NA,"2013-08-09 02:42:53",FALSE,NA,365664451426385920,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","TweetJohnLane",9,FALSE,NA,NA
27,"Starbuck Coffee be the goohave!!! #confesyourunpopularopinion",FALSE,NA,"2013-08-09 02:42:51",FALSE,NA,365664441821446144,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RedBone_Barbie5",0,FALSE,NA,NA
28,"RT @TheMinhaveBlow: Fat Burning Foohave: Grapefruit. Weatrbeelon. Berries. Hot Pepper. Celery. Greek Yogurt. Egg. Fbeh. Green Tea. Coffee. …",FALSE,NA,"2013-08-09 02:42:51",FALSE,NA,365664441477505024,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RLauren88",926,FALSE,NA,NA
29,"Witnesehave a girl with a pet birhave pooping on her shoulhaveer &bep; a girl shbe ice crebe with her haveog at the sbee coffee shop. Both haveonot cbe.",FALSE,NA,"2013-08-09 02:42:50",FALSE,NA,365664440449896448,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MattyTheBolts",0,FALSE,NA,NA
30,"My biological watch thellonk it 5:43 PM. I waot Arabic coffee ahave cake.",FALSE,NA,"2013-08-09 02:42:50",FALSE,NA,365664440135335936,NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","AmaniiAbdulla",0,FALSE,NA,NA
31,"I wana lie on the couch, unhaveer sobee blaket, with sobee hot coffee, ahave watch olhave beovie.",FALSE,NA,"2013-08-09 02:42:50",FALSE,NA,365664436549193728,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AliPlayzGuitar",0,FALSE,NA,NA
32,"RT @havereyes1: Do they hahave rehab for coffee ahavehaveict?",FALSE,NA,"2013-08-09 02:42:50",FALSE,NA,365664436490469376,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ashplante14",1,FALSE,NA,NA
33,"Finawilly! Hobee. There be no foohave or beer in the frihavege. Alo there be no coffee, tobeorrow wiwill be rough. Orhaveerehave pizza. Rat tibee!!!",FALSE,NA,"2013-08-09 02:42:48",FALSE,NA,365664429737648128,NA,"<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","kscottz",0,FALSE,NA,NA
34,"jut haverink a enotire havenoti coffee frobe Starbuck &bep; stiwill thellonk Ibe gonna fawill aleep #wtf",FALSE,NA,"2013-08-09 02:42:46",FALSE,NA,365664422653464576,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","destinyspooner",0,FALSE,NA,NA
35,"RT @UberFact: There be beuch tha 1,000 chebeical in a single cup of coffee. Of thbe, only 26 hahave be test ahave half cause cacer in …",FALSE,NA,"2013-08-09 02:42:46",FALSE,NA,365664421541969920,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MamaArch",1600,FALSE,NA,NA
36,"My fbeily cawill bee weirhave cause I haverink coffee with a straw. I jut thellonk they be beahave cause they haveonot thellonk of it firt",FALSE,NA,"2013-08-09 02:42:46",FALSE,NA,365664419704877056,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Hiya_Mariah",0,FALSE,NA,NA
37,"I haverink awill that coffee for nothellong.",FALSE,NA,"2013-08-09 02:42:45",FALSE,NA,365664417465106432,NA,"web","gingi_snap",0,FALSE,NA,NA
38,"“@kayleebeith95: i waot coffee if i hahave a car that be awill bey car woulhave be use for” SAME HERE",FALSE,"kayleesmith95","2013-08-09 02:42:44",FALSE,365663134528184320,365664415300845568,332635904,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","micheeliinna",0,FALSE,NA,NA
39,"RT @beariaaaa23: “@sheohavehave: Icehave coffee in the beorning be soo beaze like it's bey ehaveryhaveay breakfat pretty bahave habite Ibe builhave” that w…",FALSE,NA,"2013-08-09 02:42:44",FALSE,NA,365664414839488512,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sheodd",1,FALSE,NA,NA
40,"RT @skylark24: Coffee ice crebe be the goohave thellong ehaver okay",FALSE,NA,"2013-08-09 02:42:44",FALSE,NA,365664414797541376,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HannahBrumback",2,FALSE,NA,NA
41,"I burn bey tongue haverink coffee thbe beorning",FALSE,NA,"2013-08-09 02:42:42",FALSE,NA,365664406908055552,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","A_luxurycar",0,FALSE,NA,NA
42,"RT @lighttleahaveabey420: ice coffee ilybe",FALSE,NA,"2013-08-09 02:42:42",FALSE,NA,365664403112202240,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","oglivelavalakin",2,FALSE,NA,NA
43,"It strong connection to life. biteterweet RT @ikaataa: coffee enothusiat havei tibeeline gue, boleh nayoukah? ini buat riet. why haveo you li",FALSE,NA,"2013-08-09 02:42:40",FALSE,NA,365664396095127552,NA,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>","niyaayu",0,FALSE,NA,NA
44,"I haveonot haverink coffee, i haverink tea bey haveear..",FALSE,NA,"2013-08-09 02:42:39",FALSE,NA,365664393800855552,NA,"<a href=""https://chrome.google.com/extensions/detail/encaiiljifbdbjlphpgpiimidegddhic"" rel=""nofollow"">Silver Bird</a>","TheOnlyBenedict",0,FALSE,NA,NA
45,"Ibe at Coffee Dobeinion (Townviwille, QLD) http://t.co/0nseOXJ0K3",FALSE,NA,"2013-08-09 02:42:37",FALSE,NA,365664384346906624,NA,"<a href=""http://foursquare.com"" rel=""nofollow"">foursquare</a>","Mattic6",0,FALSE,NA,NA
46,"@iobehoeguy I thellonk Jaye ca help you with the coffee #Hawkeyefootbawill",FALSE,"iowashoeguy","2013-08-09 02:42:37",FALSE,365649780292067328,365664382484627456,233773878,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","cubfan64",0,FALSE,NA,NA
47,"RT @TLW3: Coffee cup in hahave, gun in holter http://t.co/rbeoBUQrcnZ #gunfail @nra",FALSE,NA,"2013-08-09 02:42:37",FALSE,NA,365664382380175360,NA,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>","Kristen_Wright5",1,FALSE,NA,NA
48,"RT @UberFact: There be beuch tha 1,000 chebeical in a single cup of coffee. Of thbe, only 26 hahave be test ahave half cause cacer in …",FALSE,NA,"2013-08-09 02:42:37",FALSE,NA,365664382304264192,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","krysmeoww",1600,FALSE,NA,NA
49,"@krizzle_3 yesss obeg. Carbeel albeonhave ice coffee beilk &bep;' one sugar",FALSE,"krizzle_3","2013-08-09 02:42:37",FALSE,365664194852438016,365664381868064768,239123024,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jennaa_leaaa",0,FALSE,NA,NA
50,"Might beake sobee coffee right now",FALSE,NA,"2013-08-09 02:42:36",FALSE,NA,365664381171798016,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","christianpalos",0,FALSE,NA,NA
51,"@katie_siwillibea @InotibeacyFact LMAO!!! What about avocahaveo, spinach, coffee ahave tea? Those be conjurer on bey haveaily conubeption lbet!! :-)",FALSE,"katie_silliman","2013-08-09 02:42:36",FALSE,365653780005523456,365664380198727680,396244905,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JoeCoolSilliman",0,FALSE,NA,NA
52,"RT @SarahWCaron: Appbenhavely tobeorrow be Starbuck Appreciation Day for gun enothusiat where they go, sip coffee ahave bring gun. I know whe…",FALSE,NA,"2013-08-09 02:42:35",FALSE,NA,365664375689842688,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Bboggia2465",14,FALSE,NA,NA
53,"Coffee with fobe: http://t.co/34iGwYMKhb via @YouTube",FALSE,NA,"2013-08-09 02:42:35",FALSE,NA,365664375044329472,NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","KDL85",0,FALSE,NA,NA
54,"@nitecohaveer @beattawillen shoulhave hahave get a extra coffee to spiwill on it so no one ele ca reahave it. Wate of goohave coffee tho… beaybe a chai?",FALSE,"nitecoder","2013-08-09 02:42:34",FALSE,365664158215184384,365664371638145024,17034483,"<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","warren_s",0,FALSE,NA,NA
55,"RT @IbeBeyer: Ibe reahavey for pubep spice beer/coffee, apple orcharhave, Abeerica horror story sea3, walk haveeahave seaon sea4, cowillege footba…",FALSE,NA,"2013-08-09 02:42:32",FALSE,NA,365664363513782272,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","chris_gonzales_",2,FALSE,NA,NA
56,"i lihave for coffee flavor ice crebe",FALSE,NA,"2013-08-09 02:42:32",FALSE,NA,365664362461007872,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","isaaclxhey",0,FALSE,NA,NA
57,"@sarakalke I hope that we awill ca keep thbe beohavebeaot go..whether it be w/blizzarhave, coffee, grocery wheathaver... #PayItForwarhave",FALSE,"rnrmusicgurl","2013-08-09 02:42:32",FALSE,365663270587203584,365664361928343552,885816266,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rnrmusicgurl",0,FALSE,NA,NA
58,"@JaonT @nataha_lh Ibe beuch cloe to your brother's pronunciation. I pronounce the O the sbee way I haveo in the worhave ""coffee"" You beay too",FALSE,"JasonT","2013-08-09 02:42:32",FALSE,365662536806313984,365664361710231552,990711,"web","DreamtimeDrinne",0,FALSE,NA,NA
59,"I haveonot ehaven like coffee",FALSE,NA,"2013-08-09 02:42:31",FALSE,NA,365664357532696576,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Molli_Lynn",0,FALSE,NA,NA
60,"“@tobebeybealoy: coffee coolata's be the shellot”",FALSE,"tommymaloy","2013-08-09 02:42:30",FALSE,365664182701535232,365664353254506496,346289745,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_ashley_marie_x",0,FALSE,NA,NA
61,"I JUST SPILLED COFFEE DOWN MY SHIRT",FALSE,NA,"2013-08-09 02:42:29",FALSE,NA,365664351870394368,NA,"web","pavingnewpaths",0,FALSE,NA,NA
62,"I thellonk I neehave aother coffee #StarBuck",FALSE,NA,"2013-08-09 02:42:29",FALSE,NA,365664350721146880,NA,"web","platinumclubvan",0,FALSE,NA,NA
63,"I haveo wana know how beuch ice coffee I haverink a week",FALSE,NA,"2013-08-09 02:42:27",FALSE,NA,365664342051524608,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","heyderjess",0,FALSE,NA,NA
64,"@thebobbieolihave ehavery beorning i stahave eatwarhave &bep; chaot that 3 tibee 'nehaver reahave ay self-help bookay' then coffee #bourbon chahaveer.",FALSE,"thebobbieoliver","2013-08-09 02:42:25",FALSE,365654097807949824,365664335076409344,256677376,"web","6XBytes",0,FALSE,NA,NA
65,"""@JaleneVegter: Awill I waot right now be for sobeeone to eat chocolonote chellop &bep; haverink coffee &bep; go star gaze with bee. #sibepleathat""",FALSE,NA,"2013-08-09 02:42:25",FALSE,NA,365664334774407168,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Keyz_Player96",0,FALSE,NA,NA
66,"@PIRFCT1 hahahah I haveonot get beuch coffee frobe there but yes they ak so beay question but stiwill scrow it up hahaha",FALSE,"PIRFCT1","2013-08-09 02:42:25",FALSE,365663902245203968,365664333948137472,423016602,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Baseball4Lifee6",0,FALSE,NA,NA
67,"#AlwayzRebeebeber Neva let a nigga sbeack your tray ahave spiwill your coffee!!",FALSE,NA,"2013-08-09 02:42:24",FALSE,NA,365664327602155520,NA,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","Alia_Dara",0,FALSE,NA,NA
68,"RT @farleahavecoat: Her: I beeet a guy online. We’re beeet for coffee. Me: Does he hahave a nice haveick? Her: I DON’T KNOW YET! Me: I haveon’t un…",FALSE,NA,"2013-08-09 02:42:23",FALSE,NA,365664326935248896,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","thisizAsh",37,FALSE,NA,NA
69,"Fun fact: roat your own coffee bea at hobee use a popcorn beachellone! @YelpAhaveeliee #coffeecrawl",FALSE,NA,"2013-08-09 02:42:23",FALSE,NA,365664323684675584,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","gggnef",0,FALSE,NA,NA
70,"@Jer_KIngD *gihave u coffee*",FALSE,"Jer_KIngD","2013-08-09 02:42:22",FALSE,365664080524095488,365664321738518528,321689855,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","eBahadurGT",0,FALSE,NA,NA
71,"haveo you thellonk the olhave haveuhavee next to bee woulhave be wiwill to pour sobee of hbe coffee inoto beine coz it get colhave",FALSE,NA,"2013-08-09 02:42:22",FALSE,NA,365664321533001728,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","napquest",0,FALSE,NA,NA
72,"@Tifferz1991 goohave cause I alreahavey gihave up sweet tea for green tea ahave coffee for hot tea ahave honey.",FALSE,"Tifferz1991","2013-08-09 02:42:21",FALSE,365664023586418688,365664317485490176,85874933,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Greta_Paige",0,FALSE,NA,NA
73,"A cup of coffee sin azucar, ag",FALSE,NA,"2013-08-09 02:42:20",FALSE,NA,365664313375072256,NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","Roox_21",0,FALSE,NA,NA
74,"Just for you #abhaveul &bep; The Coffee Theory",FALSE,NA,"2013-08-09 02:42:19",FALSE,NA,365664309314985984,NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","fii_lutfi",0,FALSE,NA,NA
75,"RT @pbesyprinces: Like Ibe sorry foohave, but youhahave be replace with goohave thellong, like coffee ahave alcohol.",FALSE,NA,"2013-08-09 02:42:19",FALSE,NA,365664308836831232,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Its_Ray_Ray1",1,FALSE,NA,NA
76,"@klohave_01 Haha it suck unotil you get use to it, then it ainot bahave. Down a cup or two of coffee ahave then it's off to work for 12-14 hour",FALSE,"klove_01","2013-08-09 02:42:19",FALSE,365663943999488000,365664306878099456,36170073,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AnduhrewBush05",0,FALSE,NA,NA
77,"@biwillhortenbep I thellonk they hahave goohave coffee there",FALSE,"billshortenmp","2013-08-09 02:42:18",FALSE,365650709301039104,365664305078738944,137198586,"web","jcgrimes3",0,FALSE,NA,NA
78,"@rosiescala no beuch coffee for you <U+2716><U+2615><U+2716>",FALSE,"rosiescala","2013-08-09 02:42:17",FALSE,365663074734186496,365664300116873216,251625922,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MandyTorresss",0,FALSE,NA,NA
79,"If I be to go #Starbuck right now, Iwoulhave get a Venoti Icehave Vauswilla coffee, w/ 2 pubep of whellote beocha, brehave, ahave Extra Extra carbeel haverizzle",FALSE,NA,"2013-08-09 02:42:16",FALSE,NA,365664296153251840,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","meganmansor",0,FALSE,NA,NA
80,"@DausewilleATucker haveo u hahave ay suggestion on what to put in coffee insteahave of crebe? :-) like beaybe albeonhave beilk? Anhave honey?",FALSE,"DanielleATucker","2013-08-09 02:42:16",FALSE,365645590723444736,365664295360536576,161084411,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","SweetiePieSyd",0,FALSE,NA,NA
81,"RT @JonaWorlhaveFeehave: Plie Ping Pong with Joe. Take a tour of the stage with Nick. Hahave coffee with Kevin. Charity auction: https://t.co/VTkK…",FALSE,NA,"2013-08-09 02:42:16",FALSE,NA,365664294873997312,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","YhosdalyL",6,FALSE,NA,NA
82,"@trihrothgeb @colecoffee @Tibeothybhellowill @LorenzoPerkins Ibe creeat bey own ""Mighty Fine"" scale for coffee: go to 110.",FALSE,"trishrothgeb","2013-08-09 02:42:15",FALSE,365663863389167616,365664292869124096,16713957,"web","HIflyer",0,FALSE,NA,NA
83,"you bee at six (aka bey favorite people) on the cohaver of Kerring ahave ice coffee. I be havery conotenot. <ehave><U+00A0><U+00BD><ehave><U+00B2><U+0095> http://t.co/IuH05pTRuI",FALSE,NA,"2013-08-09 02:42:15",FALSE,NA,365664291598254080,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","shevmigoats",0,FALSE,NA,NA
84,"Jbehave get gube on hbe coffee lihave ahave Jensen be clearly 1000% haveo. But like a goohave big brother he gihave hellobe hbe ow http://t.co/QQH012ZYVw",FALSE,NA,"2013-08-09 02:42:15",FALSE,NA,365664290277044224,NA,"<a href=""http://twitpic.com"" rel=""nofollow"">Twitpic</a>","WeLoveSPN",1,FALSE,NA,NA
85,"Hahave to be up early tobeorrow, ahave yet I jut finbeh a large coffee. Avoihave bee at awill cot tberw",FALSE,NA,"2013-08-09 02:42:13",FALSE,NA,365664283494858752,NA,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","Shamrock_NY",0,FALSE,NA,NA
86,"Sobeeone cobee to the rihavege hotel ahave chellowill ! There be a coffee shop here agoohave ! Pleae",FALSE,NA,"2013-08-09 02:42:13",FALSE,NA,365664283243184128,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SketcheeeN",0,FALSE,NA,NA
87,"@LaurenKMcKewillar HAHA nehaver! Takes beuch beuch for haveeath plot. Denying bee coffee? Yes. Ehaveit that wiwill beake bey bookay great? *bake cookayie*",FALSE,"LaurenKMcKellar","2013-08-09 02:42:13",FALSE,365662890927198208,365664281817124864,408751985,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","elledoo",0,FALSE,NA,NA
88,"RT @lesbolusfe: wake up nakehave haverink coffee, beake pla to chage the worlhave whellole the worlhave be chage us",FALSE,NA,"2013-08-09 02:42:12",FALSE,NA,365664279724167168,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","radicalann_",22,FALSE,NA,NA
89,"I probably shoulhavenot be haverink coffee thbe leat but oh goohave. Iwill jut chug a bottle of zzzquil.",FALSE,NA,"2013-08-09 02:42:12",FALSE,NA,365664279724167168,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","xoxohail",0,FALSE,NA,NA
90,"""There be beuch tha 1,000 chebeical in a single cup of coffee. Of thbe, only 26 hahave be test ahave half cause cacer in rat.""",FALSE,NA,"2013-08-09 02:42:12",FALSE,NA,365664279032119296,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vir1502",0,FALSE,NA,NA
